latitude;longitude;date
8.724722222;-73.28055556;43405
1.315833333;-78.60111111;43282
3.075;-76.24638889;43344
1.793385843;-78.76393643;43221
2.612222222;-72.81722222;43282
1.323055556;-78.56888889;43313
1.404472222;-78.42791667;43374
1.298611111;-78.57194444;43405
1.315;-78.58055556;43374
4.656388889;-76.64527778;43160
1.903055556;-77.97194444;43405
9.047222222;-72.90055556;43132
6.776111111;-71.40055556;43344
6.921666667;-77.18055556;43405
6.163333333;-71.75;43435
5.888611111;-71.93722222;43435
1.427222222;-78.72833333;43344
2.964444444;-76.28888889;43374
1.793385843;-78.76393643;43252
10.86722222;-72.66138889;43221
7.308888889;-75.33666667;43405
7.296388889;-75.36916667;43435
8.680833333;-73.19444444;43191
7.396111111;-75.31722222;43374
2.558333333;-76.83944444;43344
1.388888889;-78.65027778;43252
2.975277778;-76.28638889;43405
2.440555556;-76.94277778;43435
7.132012326;-76.97670034;43374
1.936694267;-77.29507595;43282
1.3975;-78.63416667;43405
8.387222222;-73.12388889;43435
7.226111111;-75.55388889;43252
1.283333333;-78.62555556;43405
2.3735;-73.14343333;43344
8.470277778;-73.33888889;43282
8.518055556;-73.22444444;43221
1.262777778;-78.55694444;43435
6.676944444;-71.18;43435
3.149166667;-76.69833333;43374
8.323146597;-73.14882272;43282
2.251388889;-71.97305556;43160
1.324444444;-78.56666667;43252
8.313611111;-73.09916667;43282
1.310277778;-78.64416667;43252
7.676944444;-76.37361111;43466
8.665277778;-73.31611111;43221
1.335277778;-78.67833333;43313
1.412777778;-78.45222222;43221
1.3825;-78.65055556;43435
1.274166667;-78.62916667;43221
8.439165509;-73.28963242;43221
7.494444444;-75.13;43435
1.484613435;-77.57087771;43435
8.323146597;-73.14882272;43221
1.335833333;-78.57583333;43221
1.179722222;-78.45722222;43466
1.383333333;-78.71666667;43405
1.207222222;-78.4975;43435
1.763732565;-78.17474813;43160
1.309444444;-78.57277778;43374
8.282222222;-73.365;43160
7.034166667;-71.61555556;43374
7.110555556;-77.21055556;43252
6.973055556;-75.56027778;43252
8.843888889;-72.87611111;43282
5.403888889;-72.58;43435
6.953611111;-71.88333333;43132
1.411388889;-78.67111111;43374
2.6125;-72.32333333;43160
1.303611111;-78.65638889;43405
6.982194444;-77.65428083;43405
6.803333333;-71.28305556;43191
2.351111111;-72.83333333;43132
1.735277778;-75.90611111;43221
1.3125;-78.58777778;43405
7.429722222;-75.08888889;43405
8.404077714;-73.20816763;43313
4.399722222;-77.00972222;43313
8.099159651;-76.73923237;33178
1.327222222;-78.56888889;43252
8.512906536;-73.45022461;43313
1.335555556;-78.57944444;43252
6.776944444;-71.7475;43221
1.272777778;-78.62416667;43344
2.579944444;-72.84955556;43282
9.0825;-73.41416667;43435
8.41;-73.11916667;43435
1.315;-78.54611111;43221
1.281944444;-78.5725;43374
8.554444444;-73.22444444;43313
3.5675;-71.75083333;43160
1.310833333;-78.57611111;43252
7.525;-74.18611111;43132
7.355833333;-76.48805556;43132
6.579444444;-71.10916667;43221
1.307777778;-78.57361111;43405
8.656944444;-73.35166667;43191
1.409166667;-78.44583333;43435
8.389166667;-73.21583333;43101
1.270555556;-78.62305556;43374
2.086944444;-72.20888889;43405
2.79125;-77.64494444;43101
1.355555556;-78.66111111;43405
2.498333333;-74.1675;43466
7.532222222;-75.4575;43313
1.404444444;-78.61694444;43191
2.343233024;-72.6446029;43221
8.990833333;-72.89833333;43101
8.630833333;-72.86555556;43313
8.630833333;-72.86555556;43313
6.853611111;-71.29444444;43252
6.136388889;-72.33638889;43313
0.435005556;-76.26556944;43405
1.331944444;-78.57222222;43313
1.206388889;-78.49611111;43435
1.265555556;-78.61944444;43344
8.617222222;-73.22833333;43132
8.600277778;-73.22388889;43252
7.577658378;-75.34988858;43282
8.961418242;-73.62819584;43191
8.718888889;-73.27666667;43405
8.976388889;-73.44888889;43221
8.404077714;-73.20816763;43313
6.609166667;-71.19611111;43435
6.745444;-73.470028;32933
8.181547;-76.052223;43132
3.247058;-74.349031;33208
4.680486;-74.146592;33147
4.634498;-75.091715;33239
4.680486;-74.146592;33573
6.703536;-73.509679;33543
6.703536;-73.509679;33359
5.198085;-73.148326;33208
9.197758;-73.533992;32994
7.963275;-74.051674;33543
2.564079;-72.640033;33543
2.522444;-75.313361;33512
6.884411;-73.413915;32994
7.006776;-73.909682;32874
1.621012;-75.619118;33298
6.541314;-75.091227;33420
6.884411;-73.413915;33055
6.4473;-73.341498;32874
7.397197;-73.496496;33451
3.441883;-76.520562;33451
8.095854;-74.776599;33025
2.177796;-76.764069;32933
6.461209;-71.730855;33390
6.976947;-76.818444;33512
6.302789;-75.853516;33117
7.483919;-73.933361;33390
7.061193;-73.855997;33239
6.781751;-76.127587;33451
8.270279;-73.865805;33512
3.380371;-74.042419;33359
7.311003;-72.484092;33359
2.522444;-75.313361;33573
1.621012;-75.619118;33270
5.873072;-74.639829;32964
8.083112;-73.224066;32874
7.437292;-77.111288;43132
6.461209;-71.730855;43132
6.884411;-73.413915;33420
7.023186;-71.384978;32905
6.958339;-71.878277;33147
7.023186;-71.384978;33573
6.229209;-75.564887;33329
6.703536;-73.509679;33573
8.939058;-75.03908;33086
5.865835;-73.083342;33420
6.441321;-73.338071;33147
6.884411;-73.413915;33543
2.330752;-72.62777;43132
1.289829;-75.507011;33239
10.381976;-73.177506;32905
1.618746;-75.617827;33239
6.47917;-73.257644;32874
7.482242;-73.923917;33086
8.946799;-74.040398;33420
7.597383;-74.809065;33512
8.296544;-74.473165;33329
7.023186;-71.384978;33390
7.241667;-73.487222;32994
7.061193;-73.855997;32874
7.482242;-73.923917;33178
8.573333;-74.560996;33573
7.268891;-73.152703;32994
6.703536;-73.509679;33543
6.703536;-73.509679;33573
1.618746;-75.617827;32874
7.482242;-73.923917;33117
7.597383;-74.809065;33512
7.490632;-74.867778;33420
6.703536;-73.509679;32905
8.573333;-74.560996;33512
4.21648;-73.813409;33512
8.573333;-74.560996;33025
1.2925;-78.55;43252
5.626461;-72.409597;32994
6.884411;-73.413915;33451
1.2475;-78.55;43313
4.85;-73.65;32874
3.263488;-76.539375;33543
6.229209;-75.564887;33482
6.999242;-72.108812;33270
6.884411;-73.413915;33298
5.852157;-73.020169;33573
5.214621;-72.869693;33512
